Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20171718,06/09/2017,11/15/2017,2017,Residential House/yard,20841
23071,03/23/2010,03/26/2010,2010,Industrial/commercial   Equipment Noise,20901
2013215,02/19/2013,07/19/2013,2013,Residential   El  Amplification Equip,20902
20242083,07/29/2024,08/12/2024,2024,Residential House/yard,20855
25988,02/02/2012,07/09/2012,2012,Residential   El  Amplification Equip,20814
20652,07/28/2008,10/10/2008,2008,Waiver Request,20910
9200,11/02/1999,07/11/2000,1999,Industrial/commercial   Equipment Noise,20814
20242248,09/04/2024,10/03/2024,2024,Industrial/commercial   Equipment Noise,20854
20202559,10/05/2020,10/13/2020,2020,Industrial/commercial   Equipment Noise,20878
20152011,08/03/2015,08/17/2015,2015,Industrial/commercial  construction/repair/demolit,20815
25869,01/05/2012,05/08/2012,2012,Residential   El  Amplification Equip,20816
13136,07/15/2003,03/29/2005,2003,Industrial/commercial   Equipment Noise,20815
20232588,11/30/2023,12/21/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20854
20211113,01/27/2021,03/16/2021,2021,Industrial/commercial  construction/repair/demolit,20910
849,08/16/2000,11/21/2000,2000,Industrial/commercial   Electrical Amp Equip,20874
20231688,05/25/2023,06/27/2023,2023,Residential   El  Amplification Equip,20895
340,04/06/2000,04/26/2000,2000,Residential   Motor Vehicle Noise,20833
17749,06/05/2006,07/14/2006,2006,Industrial/commercial  construction/repair/demolit,20814
9929,05/22/1998,06/18/1998,1998,Industrial/commercial   Equipment Noise,20874
8343,04/28/1999,04/27/2000,1999,Industrial/commercial  construction/repair/demolit,20814
20242719,12/12/2024,,2024,Industrial/commercial   Equipment Noise,20910
126,02/10/2000,03/03/2000,2000,Industrial/commercial  construction/repair/demolit,20854
20231345,03/21/2023,06/05/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20876
20172211,09/13/2017,03/30/2018,2017,Industrial/commercial   Electrical Amp Equip,20877
9092,09/22/1999,12/07/1999,1999,Industrial/commercial  construction/repair/demolit,20841
20222057,08/03/2022,08/31/2022,2022,Industrial/commercial   Equipment Noise,20876
20241900,06/26/2024,07/01/2024,2024,Waiver Request,20817
20181406,04/02/2018,05/21/2018,2018,Residential Muti Tenant Dwelling,20815
23035,03/16/2010,04/29/2010,2010,Residential   Construction/repair/demolition,20878
20172050,07/27/2017,08/28/2017,2017,Industrial/commercial   Refuse Noise Collection,20850
20231010,01/03/2023,02/06/2023,2023,Residential Muti Tenant Dwelling,20852
20232017,07/31/2023,08/28/2023,2023,Residential   El  Amplification Equip,20905
1901,07/10/2001,07/23/2001,2001,Industrial/commercial   Equipment Noise,20906
117,02/08/2000,03/06/2000,2000,Industrial/commercial   Equipment Noise,20910
20192583,10/22/2019,11/12/2019,2019,Residential Muti Tenant Dwelling,20878
20212300,08/23/2021,10/05/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20895
20172637,12/27/2017,02/28/2018,2017,Residential Muti Tenant Dwelling,20871
626,06/22/2000,09/27/2000,2000,Industrial/commercial  construction/repair/demolit,20817
18153,09/18/2006,11/06/2006,2006,Industrial/commercial   Electrical Amp Equip,20901
20162189,08/31/2016,02/03/2017,2016,Residential   Construction/repair/demolition,20814
20202491,09/21/2020,10/22/2020,2020,Residential   El  Amplification Equip,20853
10716,12/07/1998,03/15/2005,1998,Industrial/commercial  construction/repair/demolit,20852
20192177,07/29/2019,08/14/2019,2019,Industrial/commercial   Refuse Noise Collection,20854
439,05/04/2000,10/23/2000,2000,Residential   Construction/repair/demolition,20852
21559,04/07/2009,09/28/2009,2009,Industrial/commercial   Equipment Noise,20842
20152313,10/13/2015,10/26/2015,2015,Residential   Construction/repair/demolition,20814
20625,07/21/2008,08/08/2008,2008,Residential   Mechanical,20895
2014223,02/04/2014,03/14/2014,2014,Residential Muti Tenant Dwelling,20815
20192445,09/27/2019,10/31/2019,2019,Industrial/commercial  construction/repair/demolit,20850
26404,05/17/2012,07/13/2012,2012,Residential   El  Amplification Equip,20837
20172196,09/08/2017,10/09/2017,2017,Residential   Construction/repair/demolition,20815
23865,09/22/2010,11/29/2010,2010,Residential House/yard,20850
20201179,02/07/2020,02/13/2020,2020,Industrial/commercial  construction/repair/demolit,20814
20221184,02/14/2022,03/16/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20902
20232068,08/07/2023,09/12/2023,2023,Waiver Request,20874
20192520,10/09/2019,10/24/2019,2019,Industrial/commercial   Equipment Noise,20874
20212688,11/09/2021,12/06/2021,2021,Waiver Request,20814
21634,04/21/2009,05/11/2009,2009,Residential   Construction/repair/demolition,20816
20212501,10/05/2021,10/11/2021,2021,Information Request,20874
20222198,09/07/2022,09/30/2022,2022,Residential   El  Amplification Equip,20874
1599,03/08/2001,06/01/2001,2001,Industrial/commercial   Equipment Noise,20815
20242424,10/10/2024,,2024,Residential   Motor Vehicle Noise,20876
1991920291,08/30/1991,09/17/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,20850
20202599,10/09/2020,11/05/2020,2020,Industrial/commercial   Equipment Noise,20906
20231248,02/27/2023,05/31/2023,2023,Industrial/commercial   Refuse Noise Collection,20910
14447,04/08/2004,12/21/2004,2004,Residential   El  Amplification Equip,20886
9496,02/05/1998,02/24/1998,1998,Industrial/commercial   Equipment Noise,20853
16604,07/27/2005,09/16/2005,2005,Industrial/commercial   Equipment Noise,20901
20181776,05/17/2018,07/11/2018,2018,Waiver Request,20903
20251334,03/19/2025,03/28/2025,2025,Noise Industrial/commercial   Leaf Blower Noise,20816
20182264,09/13/2018,09/13/2018,2018,Residential Muti Tenant Dwelling,77380
22941,02/12/2010,02/18/2010,2010,Industrial/commercial   Equipment Noise,20910
20231245,02/27/2023,01/23/2024,2023,Industrial/commercial  construction/repair/demolit,20878
20181108,02/05/2018,02/08/2018,2018,Residential   Motor Vehicle Noise,20876
8181,05/07/1999,05/12/1999,1999,Residential   Mechanical,20854
16234,04/28/2005,06/07/2005,2005,Residential   Motor Vehicle Noise,20882
20221508,04/21/2022,09/21/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20815
20131266,10/16/2013,01/22/2014,2013,Industrial/commercial  construction/repair/demolit,20814
20192328,09/04/2019,09/05/2019,2019,Residential   Mechanical,20816
20161028,01/08/2016,03/07/2016,2016,Residential   Construction/repair/demolition,20854
17945,07/20/2006,07/26/2006,2006,Industrial/commercial  construction/repair/demolit,20852
2014923,06/26/2014,08/07/2014,2014,Residential   El  Amplification Equip,20874
12272,01/31/2003,02/06/2003,2003,Industrial/commercial  construction/repair/demolit,20910
20212894,12/27/2021,01/03/2022,2021,Residential   Mechanical,20816
20182286,09/17/2018,04/30/2019,2018,Industrial/commercial   heat Pump/ac Noise,20814
20221323,03/21/2022,07/25/2022,2022,Residential Muti Tenant Dwelling,20906
13535,10/02/2003,10/08/2003,2003,Residential   Construction/repair/demolition,20814
20201914,05/22/2020,09/22/2020,2020,Waiver Request,20814
20171115,02/06/2017,03/28/2017,2017,Waiver Request,20910
20181257,03/06/2018,03/13/2018,2018,Industrial/commercial   Equipment Noise,20852
5672,04/11/1996,07/08/1996,1996,Residential House/yard,20895
20221524,04/25/2022,10/26/2022,2022,Industrial/commercial   heat Pump/ac Noise,20815
20192052,07/02/2019,07/15/2019,2019,Industrial/commercial  construction/repair/demolit,20910
20211380,03/16/2021,04/26/2021,2021,Residential   El  Amplification Equip,20832
20191856,05/28/2019,06/17/2019,2019,Industrial/commercial   Equipment Noise,20815
1989900241,09/07/1989,10/02/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,20817
20202801,11/19/2020,11/30/2020,2020,Industrial/commercial   Equipment Noise,20912
20201201,02/18/2020,03/12/2020,2020,Industrial/commercial   Equipment Noise,20910
20131068,08/23/2013,09/04/2013,2013,Residential House/yard,20906
8300,04/15/1999,11/29/1999,1999,Residential House/yard,20901
20151113,02/12/2015,03/03/2015,2015,Residential   Construction/repair/demolition,20817
20231850,06/26/2023,07/19/2023,2023,Residential   El  Amplification Equip,20901
20182578,12/04/2018,01/16/2019,2018,Industrial/commercial   Equipment Noise,20901
20211299,03/10/2021,06/15/2021,2021,Waiver Request,20895
20211211,03/01/2021,04/01/2021,2021,Residential   Construction/repair/demolition,20854
20191245,03/07/2019,03/21/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20837
20192153,07/25/2019,10/15/2019,2019,Industrial/commercial  construction/repair/demolit,20817
1801,06/13/2001,06/28/2001,2001,Industrial/commercial  construction/repair/demolit,20878
15200,08/30/2004,09/07/2004,2004,Residential   Construction/repair/demolition,20901
20211192,02/23/2021,03/10/2021,2021,Residential   Mechanical,20816
20202633,10/15/2020,04/19/2021,2020,Industrial/commercial  construction/repair/demolit,20814
20162132,08/22/2016,06/26/2017,2016,Waiver Request,20910
15258,09/13/2004,12/03/2004,2004,Industrial/commercial   Equipment Noise,20879
20192784,12/06/2019,02/03/2020,2019,Waiver Request,20814
12791,05/08/2003,03/18/2004,2003,Residential   Motor Vehicle Noise,20841
20141499,11/17/2014,01/06/2015,2014,Noise Industrial/commercial   Leaf Blower Noise,20815
20232038,08/02/2023,08/16/2023,2023,Residential   Construction/repair/demolition,20814
20212837,12/13/2021,12/22/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20852
17411,03/20/2006,04/11/2006,2006,Industrial/commercial  construction/repair/demolit,20860
17962,07/25/2006,08/09/2006,2006,Industrial/commercial   Electrical Amp Equip,20815
8125,12/22/1997,01/28/1998,1997,Residential House/yard,20902
8114,12/15/1997,12/30/1997,1997,Industrial/commercial  construction/repair/demolit,20879
20241857,06/18/2024,07/16/2024,2024,Industrial/commercial   Equipment Noise,20854
20182263,09/13/2018,09/24/2018,2018,Industrial/commercial  construction/repair/demolit,20815
23860,09/21/2010,10/11/2010,2010,Residential   El  Amplification Equip,20910
22724,12/03/2009,12/15/2009,2009,Residential   Construction/repair/demolition,20850
20192756,12/02/2019,04/23/2020,2019,Waiver Request,20910
13488,09/23/2003,01/29/2004,2003,Residential   El  Amplification Equip,20904
20212682,11/08/2021,11/08/2021,2021,Waiver Request,20903
20241125,01/30/2024,,2024,Residential   El  Amplification Equip,20910
25391,08/29/2011,09/20/2011,2011,Residential   Construction/repair/demolition,20904
2013151,01/30/2013,01/02/2014,2013,Industrial/commercial  construction/repair/demolit,20814
20242428,10/11/2024,10/23/2024,2024,Industrial/commercial   Electrical Amp Equip,20910
20242560,11/05/2024,02/27/2025,2024,Waiver Request,20852
20172231,09/18/2017,01/10/2018,2017,Industrial/commercial   Equipment Noise,20833
20172049,07/27/2017,11/02/2017,2017,Noise Industrial/commercial   Leaf Blower Noise,20815
16430,06/20/2005,07/14/2005,2005,Residential   Mechanical,20854
20221824,06/17/2022,06/23/2022,2022,Industrial/commercial   Equipment Noise,20872
20242747,12/20/2024,,2024,Waiver Request,20850
7607,07/25/1997,08/01/1997,1997,Residential House/yard,20872
20242381,10/01/2024,01/02/2025,2024,Industrial/commercial   Equipment Noise,20901
23741,08/23/2010,09/14/2010,2010,Industrial/commercial   Electrical Amp Equip,20910
12924,06/02/2003,07/30/2003,2003,Residential House/yard,20815
15259,09/13/2004,10/13/2004,2004,Residential   Construction/repair/demolition,20814
18214,10/03/2006,01/22/2007,2006,Residential   Construction/repair/demolition,20895
22638,11/10/2009,11/20/2009,2009,Residential   Construction/repair/demolition,20854
20182125,08/10/2018,10/30/2018,2018,Residential   El  Amplification Equip,20871
10588,10/28/1998,01/04/1998,1998,Residential House/yard,20879
9495,02/09/1998,03/19/1998,1998,Residential House/yard,20906
20000,02/25/2008,07/07/2008,2008,Industrial/commercial  construction/repair/demolit,20817
20241962,07/08/2024,07/23/2024,2024,Residential Muti Tenant Dwelling,20910
20151022,01/12/2015,09/15/2015,2015,Residential   El  Amplification Equip,20903
6478,10/29/1996,11/25/1996,1996,Industrial/commercial  construction/repair/demolit,20854
18158,09/18/2006,09/28/2006,2006,Residential House/yard,20832
8995,09/03/1999,10/20/1999,1999,Residential House/yard,20912
21427,03/12/2009,12/07/2009,2009,Industrial/commercial   Equipment Noise,20852
20221276,03/08/2022,03/11/2022,2022,Residential   Construction/repair/demolition,20910
21135,12/17/2008,03/05/2009,2008,Residential   Mechanical,20902
1585,06/12/2001,07/09/2001,2001,Industrial/commercial   Electrical Amp Equip,20877
20161901,07/08/2016,07/13/2016,2016,Industrial/commercial   heat Pump/ac Noise,20910
20192808,12/17/2019,05/07/2020,2019,Waiver Request,20814
7197,04/24/1997,06/20/1997,1997,Residential House/yard,20902
18480,12/14/2006,12/21/2006,2006,Industrial/commercial  construction/repair/demolit,20817
24544,03/23/2011,05/24/2011,2011,Residential Muti Tenant Dwelling,20910
18803,03/27/2007,04/03/2007,2007,Industrial/commercial   heat Pump/ac Noise,20814
20201662,04/23/2020,06/02/2020,2020,Residential   Construction/repair/demolition,20705
20241743,05/29/2024,07/02/2024,2024,Noise Industrial/commercial   Leaf Blower Noise,20814
20211667,05/02/2021,05/11/2021,2021,Industrial/commercial   Electrical Amp Equip,20832
20181674,04/25/2018,05/30/2018,2018,Residential Muti Tenant Dwelling,20901
20181869,06/07/2018,06/25/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20850
18046,08/11/2006,10/02/2006,2006,Residential   El  Amplification Equip,20886
20232536,11/20/2023,01/04/2024,2023,Residential Muti Tenant Dwelling,20817
20211718,05/11/2021,06/01/2021,2021,Industrial/commercial   Electrical Amp Equip,20815
2013302,03/18/2013,12/11/2013,2013,Industrial/commercial   Equipment Noise,20895
1990901021,05/10/1990,05/29/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,20866
25025,05/27/2011,06/10/2011,2011,Industrial/commercial  construction/repair/demolit,20832
8250,05/24/1999,07/09/1999,1999,Residential House/yard,20878
6780,01/30/1997,02/12/1997,1997,Residential House/yard,20815
13286,08/13/2003,08/20/2003,2003,Industrial/commercial  construction/repair/demolit,20852
20191161,02/14/2019,03/05/2019,2019,Residential Muti Tenant Dwelling,20904
20222251,09/19/2022,10/31/2022,2022,Industrial/commercial   Electrical Amp Equip,20852
1025,10/02/2000,01/08/2001,2000,Industrial/commercial   Equipment Noise,20904
24368,02/10/2011,02/28/2011,2011,Residential   Mechanical,20878
323,04/04/2000,04/26/2000,2000,Industrial/commercial   Electrical Amp Equip,20814
20171554,05/11/2017,06/01/2017,2017,Noise Industrial/commercial   Leaf Blower Noise,20816
20232091,08/11/2023,08/25/2023,2023,Industrial/commercial   Electrical Amp Equip,20852
20212838,12/13/2021,02/01/2022,2021,Residential   Construction/repair/demolition,20901
6443,10/17/1996,01/20/1997,1996,Industrial/commercial  construction/repair/demolit,20910
20172499,11/17/2017,02/16/2018,2017,Industrial/commercial   Refuse Noise Collection,20814
22158,08/06/2009,09/16/2009,2009,Residential   Construction/repair/demolition,20815
20810,09/09/2008,12/07/2009,2008,Industrial/commercial   Electrical Amp Equip,20850
20221379,03/29/2022,04/14/2022,2022,Industrial/commercial   Refuse Noise Collection,20901
617,06/20/2000,10/02/2000,2000,Industrial/commercial   Equipment Noise,20814
20192149,07/24/2019,11/21/2019,2019,Waiver Request,20814
20241834,06/13/2024,09/19/2024,2024,Waiver Request,20910
20181483,04/11/2018,04/27/2018,2018,Industrial/commercial  construction/repair/demolit,20910
20241351,03/13/2024,04/19/2024,2024,Industrial/commercial  construction/repair/demolit,20910
20191459,04/08/2019,04/30/2019,2019,Residential   Construction/repair/demolition,20841
10450,10/05/1998,11/25/1998,1998,Industrial/commercial   Equipment Noise,20850
20241010,01/02/2024,01/08/2024,2024,Industrial/commercial   Equipment Noise,20852
20182030,07/11/2018,07/31/2018,2018,Industrial/commercial   heat Pump/ac Noise,20817
25386,08/25/2011,09/01/2011,2011,Residential   Construction/repair/demolition,20872
23896,09/30/2010,10/22/2010,2010,Residential   El  Amplification Equip,20901
8726,06/11/1999,12/14/1999,1999,Industrial/commercial  construction/repair/demolit,20876
10887,03/05/2004,03/19/2004,2004,Industrial/commercial   Equipment Noise,20878
20232441,10/30/2023,11/01/2023,2023,Residential   El  Amplification Equip,20817
20182298,09/19/2018,11/06/2018,2018,Industrial/commercial   Electrical Amp Equip,20866
2490,08/30/2001,09/06/2001,2001,Industrial/commercial   Equipment Noise,20815
19857,01/02/2008,07/28/2008,2008,Residential   El  Amplification Equip,20874
20221888,07/01/2022,07/20/2022,2022,Residential   El  Amplification Equip,20815
20221698,05/27/2022,02/17/2023,2022,Waiver Request,20852
20172429,11/01/2017,07/10/2018,2017,Industrial/commercial   Equipment Noise,20850
20201197,02/12/2020,04/13/2020,2020,Industrial/commercial   Refuse Noise Collection,20814
23616,07/28/2010,08/27/2010,2010,Residential   Mechanical,20816
20212075,07/09/2021,11/15/2021,2021,Industrial/commercial   Equipment Noise,20817
20151642,05/13/2015,07/13/2015,2015,Residential   Construction/repair/demolition,20850
25841,12/23/2011,01/23/2012,2011,Industrial/commercial  construction/repair/demolit,20902
20212135,07/20/2021,09/20/2021,2021,Residential   El  Amplification Equip,20837
15168,08/23/2004,12/27/2004,2004,Residential   Construction/repair/demolition,20854
2013567,05/28/2013,10/07/2013,2013,Industrial/commercial  construction/repair/demolit,20910
10307,08/04/1998,10/14/1998,1998,Industrial/commercial  construction/repair/demolit,20850
2014443,04/03/2014,06/25/2014,2014,Industrial/commercial  construction/repair/demolit,20815
15679,12/21/2004,09/01/2005,2004,Residential   Mechanical,20815
20191,04/09/2008,04/21/2008,2008,Residential   Mechanical,20815
20201248,02/26/2020,03/19/2020,2020,Residential   El  Amplification Equip,20906
20192509,10/07/2019,11/08/2019,2019,Industrial/commercial  construction/repair/demolit,20814
2013169,02/04/2013,02/26/2013,2013,Industrial/commercial  construction/repair/demolit,20850
20212440,09/23/2021,10/08/2021,2021,Industrial/commercial   Electrical Amp Equip,20850
20141552,12/02/2014,12/30/2014,2014,Residential   El  Amplification Equip,20817
20171443,04/17/2017,08/07/2017,2017,Industrial/commercial   Electrical Amp Equip,20906
